1,REV_OB_BIGBOUNTY,JUP_OB_OBJECTIVES/BIGBOUNTY_TITLE,JUP_OB_OBJECTIVES/BIGBOUNTY_DESC,,,jup_ui_icon_contract_act_big_bounty,,0,p,,,,,,,,,REV_OB_BIGBOUNTY,,,0
15,REV_OB_WEAPON_STASH,JUP_OB_OBJECTIVES/WEAPON_STASH_TITLE,JUP_OB_OBJECTIVES/WEAPON_STASH_LOCATE_PHASE,,,jup_tac_contract_act_raid_weapon_stash,,0,,,,,,,,,,REV_OB_WEAPON_STASH,,,0
16,REV_OB_WEAPON_STASH_DEFEND_PHASE,JUP_OB_OBJECTIVES/WEAPON_STASH_TITLE,JUP_OB_OBJECTIVES/WEAPON_STASH_DEFEND_PHASE,,,jup_tac_contract_act_raid_weapon_stash,,0,i,1,,,,,,,,REV_OB_WEAPON_STASH,,,0
17,REV_OB_SABOTAGE_FOUR_EXTRACTORS,JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/SABOTAGE_PLAYER_JOIN_TITLE,4,JUP_OB_OBJECTIVES/SABOTAGE_OBJECTIVE_COUNTER,jup_tac_contract_act_aether_extractor,,1,i,1,,,,,,,,REV_OB_SABOTAGE,,,0
18,REV_OB_SABOTAGE_FIVE_EXTRACTORS,JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/SABOTAGE_PLAYER_JOIN_TITLE,5,JUP_OB_OBJECTIVES/SABOTAGE_OBJECTIVE_COUNTER,jup_tac_contract_act_aether_extractor,,1,i,1,,,,,,,,REV_OB_SABOTAGE,,,0
19,QUEST_ACT1_RADIO_TOWER,JUP_OB_OBJECTIVES/QUEST_0_ACT1_RADIO_TOWER_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_RADIO_TOWER,,,,,,,,,,,,,,,QUEST_ACT1_RADIO_TOWER,,1,0
20,QUEST_0_ACT1_ENTER_STRONGHOLD,JUP_OB_OBJECTIVES/QUEST_0_ACT1_ENTER_STRONGHOLD_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_ENTER_STRONGHOLD,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT1_ENTER_STRONGHOLD,,1,0
21,QUEST_0_ACT1_LOCATE_AVA,JUP_OB_OBJECTIVES/QUEST_0_ACT1_LOCATE_AVA_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_LOCATE_AVA,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT1_LOCATE_AVA,,1,0
22,QUEST_0_ACT1_ZOMBIE_DEFEND,JUP_OB_OBJECTIVES/QUEST_0_ACT1_ZOMBIE_DEFEND_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_ZOMBIE_DEFEND_PROGRESS,,,jup_tac_contract_act_story_mission,,,i,1,,,,,,,,QUEST_0_ACT1_ZOMBIE_DEFEND,,1,0
23,QUEST_0_ACT1_DEFEND_MERCS,JUP_OB_OBJECTIVES/QUEST_0_ACT1_DEFEND_MERCS_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_DEFEND_MERCS,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT1_DEFEND_MERCS,,1,0
24,QUEST_0_ACT1_EXFIL,JUP_OB_OBJECTIVES/QUEST_0_ACT1_EXFIL_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_EXFIL,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT1_EXFIL,,1,0
25,QUEST_0_ACT1_KEYCARD,JUP_OB_OBJECTIVES/QUEST_0_ACT1_KEYCARD_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT1_KEYCARD,,,jup_tac_contract_act_story_mission,D,,,,,,,,,,,QUEST_0_ACT1_KEYCARD,,1,0
26,REV_OB_DEFEND_MERCS_REFRACTORS,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_REFRACTOR_DESCRIPTION,3,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_REFRACTOR_DESCRIPTION,jup_ui_contract_act_merc_defend,,,i,1,,,,,,,,REV_OB_DEFEND_MERCS,,,0
27,REV_OB_DEFEND_MERCS_START_UPLOAD,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_START_UPLOAD,,JUP_OB_OBJECTIVES/DEFEND_ACTIVITY_START_UPLOAD,jup_ui_contract_act_merc_defend,,,i,1,,,,,,,,REV_OB_DEFEND_MERCS,,,0
28,REV_OB_SABOTAGE,JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_BEGIN_TITLE,JUP_OB_OBJECTIVES/SABOTAGE_ACTIVITY_GO_TO_AREA,,,jup_tac_contract_act_aether_extractor,,0,,,,,,,,,,REV_OB_SABOTAGE,,,0
29,QUEST_0_ACT3_REACH_FACILITY,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_REACH_FACILITY,,1,0
30,QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,JUP_OB_OBJECTIVES/QUEST_0_ACT3_ACTIVATE_NEUTRALIZER_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_ACTIVATE_NEUTRALIZER,,1,0
31,QUEST_0_ACT3_CLEAR_LZ,JUP_OB_OBJECTIVES/QUEST_0_ACT3_CLEAR_LZ_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_CLEAR_LZ,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_CLEAR_LZ,,1,0
32,QUEST_0_ACT3_DEFEAT_WORM,JUP_OB_OBJECTIVES/QUEST_0_ACT3_DEFEAT_WORM_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_DEFEAT_WORM,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_DEFEAT_WORM,,1,0
33,QUEST_0_ACT3_LOCATE_DEVICE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_DEVICE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_DEVICE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_LOCATE_DEVICE,,1,0
34,QUEST_0_ACT3_LOCATE_ENTRANCE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_ENTRANCE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_LOCATE_ENTRANCE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_LOCATE_ENTRANCE,,1,0
35,QUEST_0_ACT3_PLANT_EXPLOSIVE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PLANT_EXPLOSIVE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PLANT_EXPLOSIVE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_PLANT_EXPLOSIVE,,1,0
36,QUEST_0_ACT3_PROCEED_LZ,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PROCEED_LZ_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_PROCEED_LZ,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_PROCEED_LZ,,1,0
37,QUEST_0_ACT3_REACH_FACILITY,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_REACH_FACILITY,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_REACH_FACILITY,,1,0
38,QUEST_0_ACT2_DESTROY_SAMSITES,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_DESC,2,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DESTROY_SAMSITES_DESC,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DESTROY_SAMSITES,,1,0
39,QUEST_0_ACT2_SECURE_AIRDROP,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_DESC,,,jup_tac_contract_act_story_mission,,0,,,,,,,,,,QUEST_0_ACT2_SECURE_AIRDROP,,1,0
40,QUEST_0_ACT2_SECURE_AIRDROP_CLEAR,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_CLEAR_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_SECURE_AIRDROP_CLEAR_DESC,,,jup_tac_contract_act_story_mission,,0,,,,,,,,,,QUEST_0_ACT2_SECURE_AIRDROP_CLEAR,,1,0
41,QUEST_0_ACT2_ESCORT_ACTIVATE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_ACTIVATE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_ACTIVATE_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_ESCORT_ACTIVATE,,1,0
42,QUEST_0_ACT2_ESCORT,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_ESCORT,,1,0
43,QUEST_0_ACT2_ESCORT_COMPLETE_CLEAR,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_CLEAR_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_ESCORT_CLEAR_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_ESCORT_COMPLETE_CLEAR,,1,0
44,QUEST_0_ACT2_DEFEND_START,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_START_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_START_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DEFEND_START,,1,0
45,QUEST_0_ACT2_DEFEND,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DEFEND,,1,0
46,QUEST_0_ACT2_DEFEND_DETONATE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DETONATE_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT2_DEFEND_DETONATE_DESC,,,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,QUEST_0_ACT2_DEFEND_DETONATE,,1,0
47,QUEST_0_ACT3_NEUTRALIZER_DEFEND,JUP_OB_OBJECTIVES/QUEST_0_ACT3_NEUTRALIZER_DEFEND_TITLE,JUP_OB_OBJECTIVES/QUEST_0_ACT3_NEUTRALIZER_DEFEND,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_0_ACT3_NEUTRALIZER_DEFEND,,1,0
48,MISSION_OBJ_CORRUPT_OBELISKS,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_TITLE,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_DESC,4,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_DESC,jup_tac_contract_act_story_mission,,0,i,1,,,,,,,,MISSION_OBJ_CORRUPT_OBELISKS,,1,0
49,MISSION_OBJ_ACTIVE_OBELISK,JUP_OB_S1/MISSION_OBJ_CORRUPT_OBELISKS_TITLE,JUP_OB_S1/MISSION_OBJ_ACTIVE_OBELISK_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_ACTIVE_OBELISK,,1,0
50,MISSION_OBJ_ESCAPE_RIFT,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_ESCAPE_RIFT,,1,0
51,MISSION_OBJ_DEATHWORM,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,JUP_OB_S1/MISSION_OBJ_DEATHWORM_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_DEATHWORM,,1,0
52,MISSION_OBJ_LOOT_RIFT,JUP_OB_S1/MISSION_OBJ_ESCAPE_RIFT_TITLE,JUP_OB_S1/MISSION_OBJ_LOOT_RIFT_DESC,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,MISSION_OBJ_LOOT_RIFT,,1,0
53,QUEST_INFILTRATE,JUP_OB_OBJECTIVES/QUEST_INFILTRATE_TITLE,JUP_OB_OBJECTIVES/QUEST_INFILTRATE,,,jup_tac_contract_act_story_mission,,,,,,,,,,,,QUEST_INFILTRATE,,1,0
